OrderID,CustomerID,OrderDate,TotalAmount,OrderStatus,PaymentMethod,ShippingAddressID
1941,6702,2024-07-28 17:41:33.692992,143.72,Shipped,PayPal,6435
1942,5692,2024-12-19 17:41:33.693001,1741.37,Pending,Credit Card,6480
1943,9560,2024-03-03 17:41:33.693010,503.75,Pending,Bank Transfer,3871
1944,7505,2024-07-13 17:41:33.693019,208.06,Pending,PayPal,6143
1945,5370,2025-01-03 17:41:33.693026,866.33,Delivered,Bank Transfer,3438
1946,8417,2024-08-18 17:41:33.693031,1270.35,Cancelled,PayPal,4457
1947,7709,2024-05-08 17:41:33.693037,476.83,Shipped,Credit Card,5865
1948,6919,2024-06-14 17:41:33.693042,160.0,Shipped,Credit Card,5021
1949,1940,2024-11-25 17:41:33.693048,403.07,Cancelled,Credit Card,6998
1950,9996,2024-06-25 17:41:33.693053,226.27,Shipped,Credit Card,7932
1951,8250,2024-12-31 17:41:33.693058,1983.21,Shipped,Credit Card,2907
1952,878,2024-08-15 17:41:33.693063,860.4,Shipped,Bank Transfer,5532
1953,1775,2024-09-17 17:41:33.693069,1428.82,Shipped,PayPal,3970
1954,4825,2025-02-26 17:41:33.693074,700.3,Delivered,Credit Card,3536
1955,3458,2024-08-27 17:41:33.693079,1790.26,Shipped,PayPal,1604
1956,9411,2024-03-04 17:41:33.693085,1250.83,Delivered,Credit Card,3627
1957,7847,2024-08-22 17:41:33.693091,1009.34,Shipped,Credit Card,6909
1958,2182,2024-10-27 17:41:33.693096,1284.44,Pending,Credit Card,3438
1959,7704,2024-05-21 17:41:33.693101,349.11,Cancelled,PayPal,1139
1960,1069,2024-11-21 17:41:33.693110,1851.81,Delivered,Credit Card,8722
1961,9345,2024-07-16 17:41:33.693119,345.53,Pending,Bank Transfer,666
1962,5776,2024-09-28 17:41:33.693128,1782.54,Cancelled,Credit Card,1803
1963,1924,2024-11-28 17:41:33.693138,440.83,Delivered,PayPal,454
1964,906,2024-05-18 17:41:33.693144,601.47,Pending,PayPal,3877
1965,3173,2024-03-21 17:41:33.693150,1208.03,Cancelled,PayPal,4230
1966,3167,2024-03-26 17:41:33.693156,955.07,Delivered,Bank Transfer,2053
1967,1261,2024-11-10 17:41:33.693162,522.19,Cancelled,Bank Transfer,6825
1968,1399,2024-07-25 17:41:33.693168,1407.43,Pending,Bank Transfer,7839
1969,4801,2024-07-16 17:41:33.693174,216.03,Delivered,Credit Card,6794
1970,2010,2024-07-03 17:41:33.693179,1554.55,Delivered,Credit Card,3837
1971,5750,2024-07-15 17:41:33.693185,1441.33,Delivered,Credit Card,1298
1972,4023,2024-11-18 17:41:33.693190,1915.58,Shipped,Credit Card,1645
1973,4126,2024-12-24 17:41:33.693195,461.89,Cancelled,Credit Card,5746
1974,8955,2025-01-19 17:41:33.693200,435.46,Pending,Credit Card,5532
1975,9815,2024-11-13 17:41:33.693206,1020.55,Cancelled,Credit Card,8037
1976,5838,2024-07-13 17:41:33.693211,992.9,Pending,Bank Transfer,5236
1977,792,2024-03-09 17:41:33.693217,1363.9,Pending,Bank Transfer,1669
1978,2530,2025-01-07 17:41:33.693223,1626.33,Shipped,PayPal,5286
1979,4542,2024-07-24 17:41:33.693228,235.67,Pending,PayPal,7681
1980,6576,2025-01-06 17:41:33.693233,445.93,Shipped,PayPal,7174
1981,1412,2024-11-30 17:41:33.693239,1338.69,Pending,Credit Card,3636
1982,5769,2024-12-11 17:41:33.693244,1952.46,Pending,Bank Transfer,550
1983,658,2024-07-25 17:41:33.693249,599.71,Delivered,Bank Transfer,3236
1984,6826,2024-05-27 17:41:33.693255,520.32,Shipped,PayPal,3175
1985,3600,2025-01-16 17:41:33.693260,320.4,Cancelled,PayPal,3447
1986,197,2024-05-16 17:41:33.693266,801.67,Pending,PayPal,3222
1987,6733,2025-02-21 17:41:33.693272,609.78,Pending,Bank Transfer,4153
1988,1888,2025-02-12 17:41:33.693277,123.48,Shipped,Credit Card,7366
1989,9460,2024-05-13 17:41:33.693284,857.21,Cancelled,Credit Card,5982
1990,8511,2025-02-12 17:41:33.693293,1882.75,Cancelled,Bank Transfer,890
1991,5893,2025-01-01 17:41:33.693303,1276.01,Delivered,Bank Transfer,463
1992,1013,2024-12-01 17:41:33.693312,1915.94,Shipped,Credit Card,4481
1993,3279,2024-08-06 17:41:33.693319,1128.36,Cancelled,PayPal,9174
1994,8459,2025-01-11 17:41:33.693325,1209.11,Shipped,PayPal,7188
1995,2183,2024-06-16 17:41:33.693331,630.12,Delivered,Bank Transfer,1519
1996,5258,2024-12-10 17:41:33.693336,998.08,Shipped,PayPal,6120
1997,6444,2024-09-03 17:41:33.693341,322.79,Shipped,PayPal,1751
1998,2950,2025-01-02 17:41:33.693347,120.78,Pending,Credit Card,5944
1999,6241,2024-07-01 17:41:33.693352,157.26,Shipped,Bank Transfer,642
2000,4768,2024-04-09 17:41:33.693357,500.88,Pending,Bank Transfer,2961
2001,6276,2024-11-28 17:41:33.693363,948.26,Shipped,Bank Transfer,9997
2002,6768,2024-05-10 17:41:33.693369,1234.05,Delivered,PayPal,4541
2003,1029,2024-08-25 17:41:33.693374,1327.45,Shipped,Credit Card,5916
2004,2667,2024-07-21 17:41:33.693383,1459.0,Delivered,Bank Transfer,4925
2005,3401,2024-11-24 17:41:33.693392,1096.45,Shipped,PayPal,1291
2006,914,2024-06-27 17:41:33.693402,1617.43,Shipped,Bank Transfer,3620
2007,1014,2025-02-11 17:41:33.693411,830.27,Pending,Bank Transfer,945
2008,652,2024-07-04 17:41:33.693417,1723.35,Pending,Bank Transfer,3388
2009,7064,2024-07-05 17:41:33.693422,1491.94,Shipped,PayPal,6328
2010,6165,2024-12-18 17:41:33.693428,754.41,Pending,Credit Card,5623
2011,1875,2024-05-30 17:41:33.693433,546.32,Cancelled,Bank Transfer,7112
2012,4097,2024-05-23 17:41:33.693439,1975.01,Cancelled,Credit Card,8414
2013,6663,2024-03-03 17:41:33.693444,1717.8,Cancelled,PayPal,8983
2014,2041,2024-10-19 17:41:33.693450,1481.19,Cancelled,PayPal,8997
2015,9122,2024-04-18 17:41:33.693455,807.04,Delivered,PayPal,4569
2016,5885,2025-01-18 17:41:33.693461,291.14,Shipped,Bank Transfer,5470
2017,7746,2024-04-20 17:41:33.693467,1104.64,Cancelled,PayPal,7528
2018,1034,2024-07-14 17:41:33.693475,1490.84,Pending,Credit Card,1722
2019,981,2024-08-13 17:41:33.693480,372.7,Delivered,Bank Transfer,4420
2020,5179,2024-10-24 17:41:33.693486,468.47,Delivered,Bank Transfer,3161
2021,7711,2024-10-02 17:41:33.693491,86.15,Cancelled,PayPal,7653
2022,4571,2024-11-25 17:41:33.693497,992.72,Shipped,PayPal,4274
2023,5700,2024-10-06 17:41:33.693502,326.51,Shipped,PayPal,1428
2024,885,2024-10-13 17:41:33.693508,881.31,Pending,PayPal,8241
2025,9424,2025-01-25 17:41:33.693513,916.25,Shipped,Credit Card,1462
2026,4351,2024-08-19 17:41:33.693518,1458.54,Cancelled,Bank Transfer,3230
2027,146,2024-06-16 17:41:33.693524,1254.23,Shipped,Credit Card,5925
2028,9884,2024-09-20 17:41:33.693529,386.47,Cancelled,Credit Card,5946
2029,2859,2024-10-16 17:41:33.693535,1724.1,Delivered,Bank Transfer,9619
2030,3660,2025-01-12 17:41:33.693540,1577.61,Shipped,PayPal,302
2031,4269,2025-01-01 17:41:33.693546,300.49,Pending,PayPal,3434
2032,9215,2024-03-23 17:41:33.693552,454.64,Cancelled,Credit Card,9532
2033,479,2024-07-02 17:41:33.693557,1786.74,Cancelled,Bank Transfer,5001
2034,5702,2024-05-16 17:41:33.693563,216.9,Pending,Credit Card,281
2035,9515,2025-02-16 17:41:33.693568,1576.62,Cancelled,Credit Card,7755
2036,601,2024-10-29 17:41:33.693574,878.49,Pending,Credit Card,6805
2037,7766,2024-03-25 17:41:33.693579,1843.72,Pending,Credit Card,2589
2038,865,2024-04-16 17:41:33.693585,507.74,Shipped,Credit Card,3857
2039,3900,2024-03-26 17:41:33.693590,1302.22,Pending,Credit Card,8067
2040,7331,2024-03-07 17:41:33.693596,257.48,Delivered,Credit Card,8363
2041,5661,2024-09-21 17:41:33.693601,385.88,Pending,Credit Card,8503
2042,6875,2024-10-09 17:41:33.693610,1334.54,Cancelled,Credit Card,7288
2043,1200,2024-12-23 17:41:33.693619,1131.36,Pending,PayPal,3505
2044,2542,2024-04-09 17:41:33.693628,1627.42,Shipped,Bank Transfer,3636
2045,1286,2024-03-06 17:41:33.693639,358.37,Delivered,Credit Card,5536
2046,7561,2024-08-19 17:41:33.693645,1707.96,Cancelled,Bank Transfer,1975
2047,4658,2024-06-09 17:41:33.693650,1754.52,Shipped,Credit Card,729
2048,6858,2024-12-08 17:41:33.693656,627.29,Pending,PayPal,466
2049,1481,2024-04-27 17:41:33.693661,1782.55,Shipped,PayPal,8036
2050,6625,2024-09-18 17:41:33.693667,1943.83,Pending,Credit Card,5513
2051,5567,2024-11-06 17:41:33.693672,529.66,Delivered,PayPal,2189
2052,9719,2024-11-14 17:41:33.693678,848.98,Pending,PayPal,1906
2053,7971,2024-07-23 17:41:33.693683,479.07,Pending,PayPal,3407
2054,777,2024-06-13 17:41:33.693688,230.49,Pending,Bank Transfer,366
2055,8580,2024-10-25 17:41:33.693694,715.1,Delivered,PayPal,5919
2056,4317,2024-12-03 17:41:33.693699,621.74,Cancelled,PayPal,2002
2057,6324,2025-02-19 17:41:33.693705,1469.85,Shipped,PayPal,4507
2058,9108,2024-06-14 17:41:33.693710,744.2,Shipped,Bank Transfer,6153
2059,7073,2024-07-06 17:41:33.693716,1710.51,Pending,Credit Card,1929
2060,5317,2025-01-13 17:41:33.693721,578.58,Pending,Credit Card,9383
2061,1546,2024-12-08 17:41:33.693727,870.7,Pending,PayPal,7081
2062,9145,2024-12-13 17:41:33.693732,234.76,Delivered,Bank Transfer,4527
2063,2796,2025-01-25 17:41:33.693737,209.16,Delivered,Bank Transfer,3743
2064,9325,2024-04-20 17:41:33.693743,1725.56,Shipped,Bank Transfer,959
2065,8764,2025-01-01 17:41:33.693748,198.72,Delivered,PayPal,9781
2066,8457,2024-09-04 17:41:33.693753,1377.35,Cancelled,PayPal,1923
2067,96,2024-05-22 17:41:33.693761,1248.37,Delivered,Credit Card,1112
2068,6674,2025-02-05 17:41:33.693771,1754.28,Delivered,Credit Card,7461
2069,5775,2024-10-06 17:41:33.693780,1698.59,Shipped,Credit Card,2510
2070,6848,2025-02-16 17:41:33.693787,638.86,Shipped,PayPal,5932
2071,7178,2024-08-01 17:41:33.693792,1576.29,Shipped,Bank Transfer,2122
2072,1733,2024-11-14 17:41:33.693798,566.43,Cancelled,PayPal,6244
2073,2570,2024-09-27 17:41:33.693803,1094.8,Delivered,Credit Card,1396
2074,9415,2024-03-19 17:41:33.693809,586.42,Shipped,Bank Transfer,8887
2075,1298,2024-09-13 17:41:33.693814,798.39,Cancelled,Credit Card,2
2076,4064,2024-10-31 17:41:33.693819,1353.87,Pending,PayPal,7084
2077,9504,2024-05-07 17:41:33.693825,425.36,Cancelled,PayPal,4844
2078,5656,2024-09-16 17:41:33.693830,349.76,Delivered,Bank Transfer,4081
2079,9871,2024-04-29 17:41:33.693836,758.63,Pending,Bank Transfer,6171
2080,8217,2025-02-21 17:41:33.693841,1183.37,Pending,Bank Transfer,1021
2081,492,2024-12-23 17:41:33.693847,1528.27,Delivered,Bank Transfer,7950
2082,4136,2025-01-30 17:41:33.693852,1092.23,Cancelled,Credit Card,8903
2083,7001,2024-07-11 17:41:33.693858,1119.44,Cancelled,PayPal,2821
2084,1438,2024-03-18 17:41:33.693863,1532.92,Shipped,PayPal,2433
2085,8673,2024-12-03 17:41:33.693869,1779.05,Pending,PayPal,123
2086,4559,2024-09-23 17:41:33.693874,1841.25,Delivered,Bank Transfer,7102
2087,1083,2024-07-05 17:41:33.693879,589.13,Shipped,Credit Card,7528
2088,2254,2024-10-05 17:41:33.693888,240.3,Shipped,PayPal,872
2089,5777,2025-02-13 17:41:33.693897,1080.73,Delivered,PayPal,962
2090,6766,2024-11-19 17:41:33.693905,295.3,Shipped,Bank Transfer,6360
2091,7558,2025-01-16 17:41:33.693911,1090.17,Pending,PayPal,3797
2092,9598,2024-05-24 17:41:33.693916,1082.87,Cancelled,PayPal,6954
2093,2125,2024-10-01 17:41:33.693922,1710.3,Cancelled,Credit Card,6795
2094,4485,2024-06-21 17:41:33.693928,622.24,Pending,Credit Card,8663
2095,833,2024-11-18 17:41:33.693933,1399.73,Pending,PayPal,3262
2096,6523,2024-11-17 17:41:33.693938,1726.55,Delivered,Credit Card,2897
2097,8297,2024-11-15 17:41:33.693944,361.12,Delivered,PayPal,6523
2098,4518,2025-02-24 17:41:33.693949,164.34,Shipped,Bank Transfer,3043
2099,5517,2025-02-13 17:41:33.693955,1420.44,Cancelled,Credit Card,9108
2100,4057,2025-02-04 17:41:33.693960,1097.02,Delivered,Credit Card,3307
2101,4408,2025-01-01 17:41:33.693966,1185.53,Delivered,PayPal,6754
2102,6956,2024-06-02 17:41:33.693971,26.23,Delivered,PayPal,5555
2103,1740,2025-02-11 17:41:33.693977,868.08,Delivered,PayPal,8346
2104,7241,2024-12-01 17:41:33.693982,653.77,Shipped,PayPal,1348
2105,3182,2024-04-18 17:41:33.693988,1782.0,Cancelled,PayPal,1231
2106,1158,2024-06-05 17:41:33.693993,1596.72,Delivered,PayPal,4432
2107,2141,2024-08-22 17:41:33.693999,1910.06,Pending,Credit Card,3344
2108,4774,2024-09-03 17:41:33.694004,1584.17,Cancelled,PayPal,6214
2109,9309,2024-12-20 17:41:33.694010,1518.84,Pending,Credit Card,6554
2110,3170,2024-12-26 17:41:33.694015,1604.08,Pending,Credit Card,2321
2111,7969,2025-01-08 17:41:33.694021,1389.78,Cancelled,PayPal,1272
2112,5220,2024-04-22 17:41:33.694026,1593.62,Shipped,Credit Card,8517
2113,905,2024-05-13 17:41:33.694032,1826.67,Delivered,Credit Card,2153
2114,6855,2024-08-28 17:41:33.694037,782.43,Pending,Credit Card,5508
2115,9455,2024-04-28 17:41:33.694043,211.66,Cancelled,Credit Card,4368
2116,6471,2024-06-23 17:41:33.694048,827.93,Pending,Credit Card,8007
2117,7444,2024-10-06 17:41:33.694055,319.72,Cancelled,PayPal,158
2118,4650,2025-01-10 17:41:33.694061,1566.17,Cancelled,Credit Card,704
2119,3339,2024-03-21 17:41:33.694070,1619.38,Shipped,Credit Card,7882
2120,3849,2025-02-11 17:41:33.694079,285.69,Pending,PayPal,7877
2121,3631,2024-04-08 17:41:33.694088,1375.74,Cancelled,Bank Transfer,9939
2122,9842,2024-05-27 17:41:33.694098,114.92,Cancelled,Credit Card,478
2123,4497,2024-10-17 17:41:33.694103,154.64,Shipped,Credit Card,583
2124,9379,2025-01-05 17:41:33.694109,590.29,Shipped,PayPal,2692
2125,874,2024-05-16 17:41:33.694114,365.6,Shipped,Bank Transfer,3752
2126,7793,2024-12-26 17:41:33.694120,956.31,Shipped,Bank Transfer,5302
2127,8778,2024-10-09 17:41:33.694126,433.14,Cancelled,Credit Card,2615
2128,6989,2024-09-06 17:41:33.694131,868.07,Delivered,PayPal,8356
2129,8786,2024-09-05 17:41:33.694137,809.86,Delivered,Credit Card,262
2130,1210,2024-11-03 17:41:33.694142,89.44,Pending,PayPal,9167
2131,9735,2024-05-07 17:41:33.694147,1193.4,Cancelled,Bank Transfer,1068
2132,2398,2025-01-19 17:41:33.694153,1707.51,Shipped,PayPal,3256
2133,3591,2025-01-15 17:41:33.694158,742.67,Delivered,Bank Transfer,5845
2134,9657,2024-03-10 17:41:33.694164,1883.35,Pending,Credit Card,2162
2135,696,2024-11-08 17:41:33.694169,442.21,Pending,Credit Card,8267
2136,6575,2025-02-21 17:41:33.694175,332.72,Pending,Credit Card,6624
2137,8920,2024-07-30 17:41:33.694180,1389.51,Delivered,Credit Card,7092
2138,5908,2024-08-28 17:41:33.694190,1242.28,Delivered,Bank Transfer,9214
2139,9301,2024-09-13 17:41:33.694199,101.03,Pending,Credit Card,4749
2140,7590,2024-03-22 17:41:33.694208,474.81,Shipped,PayPal,9411
2141,9519,2024-09-30 17:41:33.694217,1302.01,Pending,PayPal,291
2142,930,2024-06-02 17:41:33.694223,348.88,Cancelled,Bank Transfer,3523
2143,5762,2024-11-24 17:41:33.694228,321.54,Cancelled,PayPal,4890
2144,2041,2024-08-25 17:41:33.694234,1961.73,Shipped,PayPal,3125
2145,862,2024-12-03 17:41:33.694239,304.99,Cancelled,PayPal,5955
2146,2728,2024-03-09 17:41:33.694245,1635.7,Delivered,PayPal,5504
2147,149,2024-10-14 17:41:33.694251,1465.08,Cancelled,PayPal,3148
2148,995,2024-11-20 17:41:33.694256,651.92,Shipped,Credit Card,1486
2149,2073,2024-05-18 17:41:33.694261,1649.37,Shipped,PayPal,680
2150,50,2025-02-03 17:41:33.694267,192.16,Shipped,Credit Card,2250
2151,8139,2024-10-05 17:41:33.694272,390.7,Shipped,Credit Card,7178
2152,4219,2024-09-13 17:41:33.694278,1009.18,Shipped,PayPal,693
2153,4766,2025-01-01 17:41:33.694283,116.2,Cancelled,Bank Transfer,5146
2154,3106,2024-10-01 17:41:33.694288,145.9,Cancelled,Bank Transfer,6946
2155,8013,2025-01-14 17:41:33.694294,1010.35,Pending,Credit Card,7787
2156,1816,2024-07-18 17:41:33.694299,1499.56,Delivered,Bank Transfer,7330
2157,9657,2024-09-07 17:41:33.694305,1314.15,Delivered,PayPal,8333
2158,625,2024-06-23 17:41:33.694310,1486.0,Shipped,Bank Transfer,4415
2159,915,2024-09-24 17:41:33.694316,1410.93,Cancelled,Bank Transfer,4006
2160,2922,2024-04-21 17:41:33.694321,1584.49,Cancelled,PayPal,2166
2161,3206,2024-11-14 17:41:33.694327,1524.26,Cancelled,Credit Card,535
2162,6464,2024-11-29 17:41:33.694332,76.71,Shipped,Bank Transfer,1132
2163,3684,2024-12-23 17:41:33.694338,989.16,Delivered,Credit Card,5416
2164,4568,2024-03-06 17:41:33.694343,1713.15,Delivered,Credit Card,4235
2165,498,2025-01-29 17:41:33.694349,687.66,Shipped,Credit Card,3724
2166,9345,2024-03-13 17:41:33.694355,161.66,Cancelled,Bank Transfer,8344
2167,9533,2024-06-29 17:41:33.694363,75.06,Pending,Bank Transfer,5381
2168,7012,2024-08-13 17:41:33.694373,693.48,Pending,PayPal,659
2169,9765,2025-02-25 17:41:33.694382,725.78,Shipped,Credit Card,471
2170,2415,2024-02-29 17:41:33.694391,1788.5,Delivered,Credit Card,3029
2171,3530,2025-02-14 17:41:33.694397,582.61,Cancelled,PayPal,3528
2172,3218,2024-11-04 17:41:33.694403,1432.5,Pending,PayPal,9088
2173,6,2024-06-05 17:41:33.694408,1876.91,Cancelled,Credit Card,1809
2174,2395,2024-08-11 17:41:33.694414,185.97,Pending,PayPal,3278
2175,552,2024-08-18 17:41:33.694419,1310.0,Pending,Bank Transfer,9488
2176,6707,2025-02-20 17:41:33.694425,316.75,Delivered,Bank Transfer,5599
2177,3566,2024-04-24 17:41:33.694430,480.95,Pending,PayPal,245
2178,4080,2024-09-14 17:41:33.694436,396.24,Pending,Bank Transfer,3236
2179,7276,2025-01-28 17:41:33.694441,615.47,Delivered,PayPal,313
2180,9791,2025-02-22 17:41:33.694447,889.58,Cancelled,PayPal,5268
2181,827,2024-05-07 17:41:33.694454,674.55,Shipped,Credit Card,1301
2182,9762,2024-08-19 17:41:33.694464,1028.78,Cancelled,Credit Card,4600
2183,690,2024-03-02 17:41:33.694474,1142.57,Shipped,PayPal,6811
2184,7491,2024-11-21 17:41:33.694483,853.37,Pending,PayPal,3862
2185,2456,2024-08-10 17:41:33.694490,102.51,Cancelled,Bank Transfer,8882
2186,5390,2025-02-26 17:41:33.694496,1407.38,Cancelled,Credit Card,2834
2187,8045,2024-08-14 17:41:33.694501,310.61,Pending,Bank Transfer,6958
2188,1266,2025-02-26 17:41:33.694507,1691.29,Pending,PayPal,664
2189,1964,2024-05-29 17:41:33.694512,1714.02,Pending,Bank Transfer,5952
2190,2876,2024-05-08 17:41:33.694518,1385.27,Pending,Credit Card,7408
2191,4766,2024-12-03 17:41:33.694523,499.16,Pending,Credit Card,8436
2192,3975,2024-11-05 17:41:33.694529,1029.64,Delivered,Bank Transfer,2542
2193,4111,2024-05-15 17:41:33.694534,493.5,Shipped,PayPal,3890
2194,9191,2024-05-03 17:41:33.694540,572.19,Pending,Bank Transfer,4645
2195,2156,2024-12-10 17:41:33.694546,349.53,Pending,Bank Transfer,2591
2196,4596,2024-03-14 17:41:33.694551,73.97,Pending,Credit Card,3123
2197,6071,2025-01-07 17:41:33.694557,1852.24,Delivered,Bank Transfer,7949
2198,594,2024-05-24 17:41:33.694562,776.08,Shipped,Bank Transfer,3473
2199,7167,2024-07-27 17:41:33.694568,1864.71,Cancelled,Bank Transfer,798
2200,5720,2024-03-30 17:41:33.694573,1299.18,Delivered,PayPal,942
2201,4132,2024-05-31 17:41:33.694579,1258.12,Pending,Credit Card,8090
2202,2588,2024-06-02 17:41:33.694585,790.81,Shipped,Credit Card,8979
2203,5323,2024-05-24 17:41:33.694591,1445.69,Cancelled,PayPal,9421
2204,1524,2024-11-23 17:41:33.694596,1574.61,Shipped,Bank Transfer,6148
2205,1745,2024-03-07 17:41:33.694601,1609.74,Shipped,Credit Card,1670
2206,1382,2024-05-19 17:41:33.694607,1020.92,Delivered,Bank Transfer,7497
2207,350,2024-04-12 17:41:33.694612,286.23,Cancelled,Bank Transfer,8499
2208,9387,2025-01-12 17:41:33.694618,257.47,Cancelled,Bank Transfer,4371
2209,7238,2024-04-09 17:41:33.694623,1152.78,Pending,Bank Transfer,9787
2210,1319,2024-07-27 17:41:33.694629,1957.75,Pending,Bank Transfer,8076
2211,7134,2025-02-15 17:41:33.694634,953.33,Cancelled,Bank Transfer,5805
2212,2312,2025-02-08 17:41:33.694640,191.62,Cancelled,PayPal,7696
2213,9509,2024-05-05 17:41:33.694645,1964.7,Pending,Bank Transfer,6453
2214,6036,2024-11-21 17:41:33.694651,187.18,Delivered,Bank Transfer,3206
2215,2291,2024-05-17 17:41:33.694656,570.71,Cancelled,Credit Card,2907
2216,7208,2024-09-28 17:41:33.694662,429.81,Shipped,PayPal,1814
2217,2647,2024-06-07 17:41:33.694669,493.55,Cancelled,Credit Card,6647
2218,3207,2024-03-28 17:41:33.694675,1438.54,Cancelled,PayPal,220
2219,9761,2024-04-08 17:41:33.694680,1714.11,Delivered,Credit Card,4116
2220,6118,2025-02-11 17:41:33.694686,859.25,Cancelled,Credit Card,3361
2221,8952,2024-04-09 17:41:33.694691,1494.89,Cancelled,Credit Card,5067
2222,7227,2024-07-30 17:41:33.694697,1226.07,Pending,Bank Transfer,881
2223,4484,2024-04-30 17:41:33.694702,120.37,Delivered,Bank Transfer,1831
2224,7369,2024-12-29 17:41:33.694708,1587.38,Cancelled,Bank Transfer,5201
2225,5047,2024-04-07 17:41:33.694713,1549.6,Delivered,Bank Transfer,2345
2226,7298,2024-03-04 17:41:33.694719,1920.12,Pending,Credit Card,4813
2227,6160,2024-07-18 17:41:33.694724,1177.08,Cancelled,PayPal,8614
2228,6040,2024-07-11 17:41:33.694730,147.23,Delivered,Bank Transfer,6286
2229,8911,2024-08-29 17:41:33.694735,775.91,Delivered,Bank Transfer,9148
2230,5762,2025-01-06 17:41:33.694741,1812.25,Cancelled,Bank Transfer,5341
2231,4919,2025-02-13 17:41:33.694746,723.73,Shipped,Credit Card,5818
2232,7560,2025-02-17 17:41:33.694752,945.5,Pending,Credit Card,6253
2233,8325,2024-10-29 17:41:33.694757,38.46,Pending,Bank Transfer,1047
2234,8410,2024-04-16 17:41:33.694762,1819.01,Cancelled,PayPal,4376
2235,1988,2025-02-25 17:41:33.694768,1580.52,Delivered,PayPal,3339
2236,2909,2024-09-18 17:41:33.694773,1617.13,Delivered,Bank Transfer,2602
2237,8842,2024-09-06 17:41:33.694779,97.62,Cancelled,Bank Transfer,5042
2238,1051,2024-11-17 17:41:33.694784,78.22,Pending,PayPal,4490
2239,8025,2024-06-15 17:41:33.694790,525.67,Delivered,Bank Transfer,7075
2240,5235,2024-12-16 17:41:33.694795,832.4,Pending,PayPal,2957
2241,8512,2024-08-22 17:41:33.694801,1572.47,Shipped,PayPal,5200
2242,2470,2025-02-23 17:41:33.694806,32.41,Pending,Bank Transfer,2577
2243,6390,2025-01-09 17:41:33.694811,375.63,Shipped,PayPal,5040
2244,2655,2024-07-02 17:41:33.694817,399.8,Shipped,Credit Card,6060
2245,9996,2024-05-09 17:41:33.694822,1609.52,Delivered,Credit Card,6197
2246,3270,2024-07-24 17:41:33.694828,1064.17,Delivered,PayPal,7815
2247,5316,2024-03-06 17:41:33.694833,1034.17,Delivered,PayPal,1137
2248,1263,2024-09-21 17:41:33.694842,254.24,Pending,PayPal,375
2249,9672,2024-06-20 17:41:33.694851,862.9,Cancelled,PayPal,406
2250,7382,2024-06-13 17:41:33.694860,753.27,Shipped,Bank Transfer,4058
2251,4010,2024-10-09 17:41:33.694867,1692.1,Shipped,Credit Card,5315
2252,7606,2024-11-14 17:41:33.694872,1158.09,Shipped,Bank Transfer,9336
2253,1919,2024-09-22 17:41:33.694878,692.07,Cancelled,PayPal,5593
2254,9171,2024-11-30 17:41:33.694883,1531.27,Shipped,PayPal,5384
2255,723,2024-12-06 17:41:33.694888,1582.04,Cancelled,PayPal,1410
2256,2733,2024-10-16 17:41:33.694894,1860.04,Pending,Credit Card,7359
2257,173,2024-05-01 17:41:33.694899,1799.64,Pending,Bank Transfer,2234
2258,5766,2024-04-18 17:41:33.694905,1564.41,Pending,Credit Card,8826
2259,553,2024-06-24 17:41:33.694910,1194.84,Pending,Credit Card,183
2260,4114,2024-05-11 17:41:33.694916,22.85,Shipped,Bank Transfer,2694
2261,5168,2024-03-05 17:41:33.694921,313.46,Delivered,Credit Card,820
2262,3035,2024-09-06 17:41:33.694927,1534.99,Delivered,Credit Card,8257
2263,88,2024-12-11 17:41:33.694932,1967.97,Delivered,PayPal,6277
2264,6287,2024-03-21 17:41:33.694938,138.2,Shipped,Bank Transfer,4656
2265,4638,2024-12-23 17:41:33.694943,246.06,Pending,Credit Card,6064
2266,9707,2024-03-17 17:41:33.694949,1127.95,Pending,Credit Card,6305
2267,8346,2024-12-30 17:41:33.694954,1893.21,Shipped,PayPal,7131
2268,8054,2024-06-05 17:41:33.694960,1763.15,Cancelled,Credit Card,4703
2269,5437,2024-06-21 17:41:33.694965,727.11,Shipped,Credit Card,2678
2270,7,2024-10-06 17:41:33.694971,1460.62,Delivered,PayPal,4312
2271,366,2024-08-05 17:41:33.694976,1333.02,Shipped,PayPal,5824
2272,5444,2024-10-28 17:41:33.694981,1759.56,Shipped,PayPal,3021
2273,5758,2024-06-15 17:41:33.694987,1393.16,Delivered,PayPal,2430
2274,4946,2024-05-17 17:41:33.694993,1041.6,Shipped,Credit Card,2304
2275,3810,2024-09-01 17:41:33.694999,1328.16,Cancelled,Bank Transfer,526
2276,1027,2024-12-26 17:41:33.695004,1924.04,Delivered,Credit Card,4497
2277,9008,2024-06-20 17:41:33.695010,773.87,Delivered,Bank Transfer,3819
2278,9864,2024-03-22 17:41:33.695015,1229.77,Delivered,PayPal,5299
2279,1751,2024-07-08 17:41:33.695021,1957.57,Pending,Bank Transfer,6737
2280,9225,2024-07-25 17:41:33.695026,1454.29,Cancelled,Credit Card,6331
2281,3270,2024-11-07 17:41:33.695032,1393.65,Cancelled,Credit Card,7435
2282,9646,2024-10-01 17:41:33.695037,352.44,Delivered,PayPal,7602
2283,3533,2024-04-29 17:41:33.695043,1540.58,Cancelled,PayPal,9194
2284,4330,2024-08-26 17:41:33.695048,918.44,Pending,Credit Card,4020
